,p_before,p_chamber_pressure_predischarge,t_cd_discharge_request,U_Bt_final,U_CD_final,b_plasma
40690,2.20,5.15,"1000
",816,455,1.000
40691,2.25,2.25,"1000
",800,556,0.000
40692,2.21,8.55,"1000
",804,562,1.000
40693,3.47,12.20,"1000
",805,406,0.000
40694,2.96,21.90,"1000
",827,435,0.000
40695,2.85,19.50,"1000
",817,516,0.000
40696,2.54,12.30,"1000
",823,519,1.000
40697,2.52,11.60,"1000
",806,530,1.000
40698,2.44,7.63,"1000
",804,531,1.000
40699,2.36,6.22,"1000
",811,506,1.000
40700,2.34,5.93,"1000
",827,526,1.000
40701,2.32,5.55,"1000
",810,533,1.000
40702,2.31,5.39,"1000
",811,501,1.000
40703,2.55,6.33,"500
",809,450,1.000
40704,2.36,11.50,"500
",723,469,1.000
40705,2.25,13.90,"500
",727,468,1.000
40706,2.21,16.20,"500
",826,470,1.000
40707,2.23,14.30,"1000
",807,527,1.000
40708,2.21,14.00,"1000
",805,523,1.000
40709,2.41,16.30,"1000
",821,508,1.000
40710,2.35,8.00,"1000
",0,0,0.000
40711,2.36,8.97,"1000
",0,0,0.000
40712,2.17,14.00,"500
",0,0,0.000
40713,2.19,15.10,"500
",0,0,0.000
40714,2.32,7.61,"1000
",830,473,1.000
40715,2.16,9.03,"1000
",800,479,1.000
40716,5.92,6.33,"1000
",821,468,1.000
40717,2.69,6.63,"500
",0,0,1.000
40718,2.61,8.43,"500
",820,512,1.000
40719,2.62,11.10,"1000
",812,422,1.000
40720,5.46,5.51,"500
",817,511,1.000
40721,3.74,3.74,"500
",814,502,0.000
40722,3.36,3.45,"500
",823,524,0.000
40723,2.39,13.60,"500
",810,533,1.000
40724,2.35,66.30,"500
",821,521,1.000
40725,2.34,15.10,"500
",815,514,1.000
40726,2.28,6.32,"500
",1212,702,1.000
40727,2.24,5.12,"1000
",1203,728,1.000
40728,2.25,4.83,"1000
",1300,722,1.000
40729,2.25,4.74,"1000
",1303,711,1.000
40730,2.25,4.60,"1000
",1300,706,1.000
40731,2.25,5.72,"1000
",1301,706,1.000
40732,2.24,14.30,"1000
",1306,718,1.000
40733,2.13,16.50,"1000
",1303,703,1.000
40734,2.27,9.03,"1000
",1300,716,1.000
40735,2.23,8.38,"1000
",1300,716,1.000
40736,2.09,9.09,"1000
",1304,722,1.000
40737,2.09,9.57,"1000
",1300,715,1.000
40738,2.25,3.42,"1000
",1304,724,0.000
40739,2.10,5.01,"1000
",1300,726,1.000
40740,2.24,4.63,"1000
",1300,724,1.000
40741,2.07,4.24,"1000
",1300,723,1.000
40742,2.22,4.24,"1000
",1302,703,0.000
40743,2.37,6.89,"1000
",,,0.000
40744,2.33,8.47,"1000
",0,0,0.000
40745,2.24,9.34,"1000
",801,477,1.000
40746,2.08,7.96,"1000
",828,485,1.000
40747,2.27,11.60,"1000
",0,0,0.000
40748,2.13,13.00,"1000
",0,0,0.000
40749,2.08,10.80,"1000
",0,0,0.000
40750,2.23,9.95,"1000
",0,0,0.000
40751,2.06,12.20,"1000
",0,0,0.000
40752,2.07,13.40,"1000
",0,0,0.000
40753,2.07,13.20,"1000
",0,0,0.000
40754,2.56,6.66,"1000
",808,451,0.000
40755,1580.00,1680.00,"1000
",0,0,0.000
40795,2.74,12.10,"1000
",,,0.000
40796,2.60,19.00,"1000
",802,481,1.000
40797,2.58,30.10,"0
",805,453,1.000
40798,2.56,21.80,"0
",920,556,1.000
40799,2.98,9.24,"2500
",912,515,0.000
40800,2.51,14.80,"500
",911,557,1.000
40801,2.40,16.70,"500
",914,580,1.000
40802,3.75,20.60,"0
",917,567,0.000
40803,2.32,9.19,"1000
",811,456,1.000
40804,2.31,16.30,"0
",911,578,1.000
40805,2.26,10.90,"500
",812,529,1.000
40806,2.14,17.30,"0
",609,414,1.000
40807,2.13,17.20,"0
",603,405,1.000
40808,2.15,17.40,"0
",611,416,1.000
40809,2.13,27.50,"1000
",606,411,0.000
40810,2.13,15.20,"0
",605,409,1.000
40811,2.13,12.40,"0
",1018,432,1.000
40812,2.15,26.60,"0
",1207,706,1.000
40813,2.09,22.80,"1000
",1203,724,1.000
40814,2.10,13.10,"0
",1000,627,1.000
40815,2.11,2.11,"0
",616,421,0.000
40816,1.94,8.22,"1000
",822,473,1.000
40817,4.66,7.75,"1000
",808,450,1.000
40818,2.42,16.10,"1000
",822,478,1.000
40819,2.23,6.01,"1000
",808,458,1.000
40820,2.05,12.20,"1000
",609,413,1.000
40821,2.07,25.30,"0
",718,531,1.000
40822,2.06,19.70,"10000
",621,0,0.000
40823,2.08,34.50,"0
",1209,327,0.000
40824,2.07,28.30,"0
",704,704,0.000
40825,2.07,30.90,"0
",1213,520,1.000
40826,2.06,42.30,"0
",615,0,0.000
40827,2.06,48.40,"0
",629,119,0.000
40828,2.05,33.00,"0
",700,356,0.000
40829,2.03,32.40,"0
",1210,422,0.000
40830,2.04,9.54,"0
",807,373,1.000
40831,2.19,28.10,"0
",814,511,1.000
40832,2.21,30.30,"0
",1203,568,1.000
40833,2.05,29.30,"0
",909,525,1.000
40834,2.05,31.40,"0
",1205,615,1.000
40835,2.20,8.79,"0
",700,218,0.000
40836,1.99,7.36,"0
",909,223,0.000
40837,2.02,8.54,"0
",723,302,1.000
40838,2.19,27.70,"0
",1208,714,1.000
40839,2.18,11.80,"0
",1213,701,1.000
40840,2.17,20.90,"0
",1208,726,1.000
40841,2.02,8.56,"14000
",704,320,0.000
40842,2.03,34.10,"0
",1212,727,1.000
40843,2.16,28.50,"0
",1205,670,1.000
40844,2.14,8.12,"7000
",702,317,0.000
40845,2.02,38.90,"0
",1202,714,1.000
40846,1.98,35.10,"0
",1214,663,1.000
40847,1.98,43.10,"0
",1210,720,1.000
40848,1.98,17.20,"0
",702,243,0.000
40849,1.98,19.40,"0
",703,221,0.000
40850,1.98,37.90,"0
",1202,672,1.000
40851,1.97,16.50,"0
",718,287,0.000
40852,1.97,17.70,"0
",713,331,0.000
40853,1.97,7.73,"0
",1212,601,1.000
40854,2.13,38.70,"0
",1214,670,1.000
40855,1.98,7.37,"0
",711,281,1.000
40856,1.99,14.70,"0
",1208,619,1.000
40857,1.97,12.70,"0
",704,364,1.000
40858,1.98,7.29,"0
",1212,669,1.000
40859,1.96,24.60,"0
",1215,605,1.000
40860,1.96,4.01,"0
",729,311,1.000
40861,1.97,31.40,"0
",1205,603,1.000
40862,2.08,22.90,"0
",704,316,0.000
40863,1.96,17.50,"0
",1213,663,1.000
40864,2.11,4.06,"0
",713,282,1.000
40865,1.97,35.50,"0
",1201,627,1.000
40866,1.95,22.90,"0
",711,372,0.000
40867,1.95,7.58,"0
",1211,519,1.000
40868,2.11,3.91,"0
",721,204,0.000
40869,1.97,10.10,"0
",1201,672,1.000
40870,1.95,5.57,"0
",1200,560,1.000
40871,1.94,14.30,"0
",701,433,1.000
40872,1.96,1.96,"0
",719,336,0.000
40873,1.95,24.60,"0
",713,460,0.000
40874,1.95,33.70,"0
",710,455,0.000
40875,2.14,6.29,"1000
",820,479,1.000
40876,2.13,2.13,"0
",722,512,0.000
40877,2.10,2.10,"0
",730,353,0.000
40878,2.08,2.08,"0
",717,509,0.000
40879,2.07,2.07,"0
",703,602,0.000
40880,2.05,3.51,"0
",709,322,1.000
40881,2.07,7.52,"0
",706,317,1.000
40882,2.08,20.40,"0
",1201,521,1.000
40883,2.12,26.30,"0
",1209,579,1.000
40884,2.06,2.05,"0
",1206,573,0.000
40885,2.04,2.04,"0
",1208,500,0.000
40886,2.02,2.02,"0
",703,562,0.000
40887,2.01,2.01,"0
",706,677,0.000
40888,2.00,2.00,"0
",718,718,0.000
40889,2.00,2.00,"0
",1208,573,0.000
40890,1.98,8.51,"0
",705,271,0.000
40891,2.00,2.00,"0
",1201,526,0.000
40892,2.00,4.10,"0
",715,375,1.000
40893,2.02,2.02,"0
",710,453,0.000
40894,2.00,9.84,"0
",1216,479,1.000
40895,2.05,2.05,"0
",718,618,0.000
40896,2.02,2.02,"0
",1212,533,0.000
40897,2.00,2.00,"0
",705,705,0.000
40898,1.98,22.10,"0
",1204,455,1.000
40899,2.02,5.14,"0
",712,280,1.000
40900,2.04,13.60,"0
",1202,404,1.000
40901,2.03,2.04,"0
",712,526,0.000
40902,2.01,25.40,"0
",1212,429,0.000
40903,2.05,2.06,"0
",1214,576,0.000
40904,2.01,42.40,"0
",821,553,0.000
40905,2.02,38.40,"0
",728,680,0.000
40906,2.01,34.90,"0
",1209,422,0.000
40907,2.00,25.30,"0
",1207,457,1.000
40908,2.01,35.70,"0
",1212,419,0.000
40909,1.98,3.02,"0
",702,217,0.000
40910,1.96,26.90,"0
",1208,458,0.000
40911,1.94,25.00,"0
",723,351,0.000
40912,1.95,31.00,"0
",718,718,0.000
40913,1.93,40.90,"0
",1215,428,0.000
40914,2.01,25.90,"0
",702,433,0.000
40915,2.05,34.30,"0
",1208,457,0.000
40916,2.02,35.80,"0
",701,701,0.000
40917,2.01,39.70,"0
",726,726,0.000
40918,2.01,29.90,"0
",1200,516,1.000
40919,2.01,38.50,"0
",1212,472,0.000
40920,1.98,17.30,"0
",706,361,1.000
40921,2.03,31.80,"0
",1201,522,1.000
40922,2.01,7.07,"0
",700,700,0.000
40923,1.96,33.50,"0
",1208,524,1.000
40924,2.14,26.10,"0
",1210,570,1.000
40925,2.09,29.90,"0
",1209,572,1.000
40926,2.09,6.13,"0
",1205,432,1.000
40927,1.97,9.18,"0
",1208,405,1.000
40928,2.01,33.30,"0
",1201,514,0.000
40929,2.05,28.50,"0
",1208,715,1.000
40930,2.10,40.50,"0
",1214,728,1.000
40931,1.95,2.40,"0
",709,275,0.000
40932,1.93,2.48,"0
",718,336,0.000
40933,1.92,2.46,"0
",706,244,0.000
40934,1.92,2.42,"0
",710,277,0.000
40935,1.89,2.87,"0
",718,238,0.000
40936,1.89,3.05,"0
",712,278,0.000
40937,1.90,3.03,"0
",709,323,0.000
40938,5.79,6.55,"1000
",818,466,1.000
40939,2.24,20.80,"0
",607,412,1.000
40940,2.53,2.62,"0
",720,421,0.000
40941,2.27,2.39,"0
",707,402,0.000
40942,2.21,186.00,"0
",731,431,0.000
40943,2.16,24.70,"0
",717,422,1.000
40944,2.14,20.00,"0
",616,425,1.000
40945,2.13,18.20,"0
",703,402,1.000
40946,2.10,16.40,"0
",712,414,1.000
40947,2.10,13.50,"0
",724,429,1.000
40948,2.10,15.20,"0
",701,402,1.000
40949,2.10,16.70,"0
",702,404,1.000
40950,2.10,24.20,"0
",709,410,1.000
40951,2.11,32.00,"0
",729,404,0.000
40952,2.09,32.40,"0
",710,413,0.000
40953,2.07,23.10,"0
",718,423,1.000
40954,2.06,13.30,"0
",729,430,1.000
40955,2.04,10.50,"0
",706,407,1.000
40956,2.05,7.64,"0
",704,269,0.000
40957,2.07,13.40,"0
",715,424,1.000
40958,2.05,12.80,"0
",720,425,1.000
40959,2.07,17.30,"0
",719,430,1.000
40960,2.01,9.84,"0
",706,271,0.000
40961,2.04,16.50,"0
",731,432,1.000
40962,2.72,9.02,"1000
",812,453,0.000
40963,2.47,16.90,"1000
",810,457,0.000
40964,4.67,47.10,"1000
",811,411,1.000
40965,2.31,21.20,"1000
",817,422,1.000
40966,2.07,14.50,"1000
",820,425,1.000
40967,2.02,6.18,"1000
",0,0,0.000
40968,2.02,6.24,"1000
",823,472,1.000
40969,1.99,5.93,"1000
",817,464,1.000
40970,1.98,5.78,"1000
",815,453,1.000
40972,3.19,3.18,"1000
",222,222,0.000
40973,2.68,5.84,"1000
",824,474,0.000
40974,2.68,8.60,"1000
",1015,554,1.000
40975,2.38,10.50,"1000
",1005,574,1.000
40976,16.80,18.50,"1000
",,,0.000
40977,2.34,5.13,"1000
",0,0,0.000
40978,2.16,4.64,"1000
",0,0,0.000
40979,2.12,5.07,"1000
",0,0,0.000
40983,2.11,5.92,"1000
",0,0,0.000
40984,2.10,6.31,"1000
",221,221,0.000
40985,2.10,6.70,"1000
",828,477,0.000
40986,2.80,6.59,"1000
",814,481,1.000
40987,2.29,5.87,"1000
",802,482,1.000
40988,2.29,11.50,"1000
",804,405,1.000
40989,2.05,6.21,"1000
",1307,706,1.000
40990,2.03,6.47,"1000
",1305,715,1.000
40991,2.05,6.76,"1000
",1300,717,1.000
40992,2.04,7.08,"1000
",801,405,1.000
40993,2.02,6.96,"1000
",1301,711,1.000
40994,1.98,7.10,"1000
",1300,723,1.000
40995,1.98,7.44,"1000
",1307,727,1.000
40996,1.98,6.34,"1000
",806,716,1.000
40997,1.98,5.48,"1000
",801,709,1.000
40998,1.97,1.97,"1000
",1302,716,0.000
40999,1.95,1.95,"1000
",1302,713,0.000
41000,2.09,5.15,"1000
",1010,717,1.000
41001,1.97,5.65,"1000
",1014,727,1.000
41002,1.96,5.94,"1000
",630,526,1.000
41003,2.62,3.22,"1000
",257,257,0.000
41004,2.52,5.24,"1000
",500,421,1.000
41005,2.50,5.65,"1000
",802,560,1.000
41006,2.45,6.15,"1000
",1020,707,1.000
41007,1.99,5.99,"1000
",801,482,1.000
41008,1.96,8.97,"1000
",0,0,0.000
41009,1.96,14.90,"1000
",0,0,0.000
41010,1.97,15.80,"1000
",0,0,0.000
41011,1.97,16.90,"1000
",0,0,0.000
41012,1.94,15.60,"1000
",811,454,1.000
41013,1.93,17.80,"1000
",815,467,1.000
41016,11.90,7.41,"1000
",224,224,0.000
41017,2.06,11.80,"1000
",220,220,0.000
41018,1.91,17.90,"1000
",256,256,0.000
41019,1.92,20.50,"1000
",257,257,0.000
41020,1.94,20.20,"1000
",0,0,0.000
41021,5.29,32.10,"1000
",822,556,1.000
41022,2.37,28.40,"1000
",804,584,1.000
41023,222000.00,223000.00,"1000
",,,0.000
41024,224000.00,226000.00,"1000
",0,0,0.000
41044,234000.00,234000.00,"1000
",0,0,0.000
41045,262000.00,262000.00,"1000
",,,0.000
41050,274000.00,274000.00,"1000
",0,0,0.000
41051,276000.00,276000.00,"1000
",0,0,0.000
41052,276000.00,276000.00,"1000
",0,0,0.000
41053,277000.00,277000.00,"1000
",0,0,0.000
41054,430000.00,430000.00,"1000
",,,0.000
41055,2.14,11.40,"1000
",220,220,
41056,2.13,11.40,"1000
",231,231,
41057,2.12,11.60,"1000
",249,249,
41058,2.11,12.40,"1000
",801,523,
41059,2.05,12.90,"1000
",800,520,
41060,1.94,6.85,"1000
",,,0.000
41061,1.94,9.65,"1000
",,,0.000
41062,1.94,9.57,"1000
",,,0.000
41063,1.93,1.93,"1000
",246,246,
41118,1.91,6.02,"1000
",0,0,0.000
41119,1.90,6.74,"1000
",0,0,0.000
41120,1.90,7.21,"1000
",0,0,0.000
41121,1.90,7.97,"1000
",0,0,0.000
41122,1.90,11.60,"1000
",250,250,1.000
41123,1.88,12.20,"1000
",807,533,1.000
41124,2.10,26.70,"1000
",828,516,1.000
41125,5.47,32.70,"1000
",802,523,1.000
41126,3.60,21.80,"1000
",806,526,1.000
41127,2.10,29.10,"1000
",810,524,1.000
41128,2.65,4.78,"1000
",,,0.000
41129,2.62,7.71,"1000
",244,244,1.000
41130,2.51,7.96,"1000
",255,255,0.000
41131,2.25,10.70,"1000
",822,518,0.000
41132,4.00,9.39,"1000
",816,504,0.000
41133,2.80,8.57,"1000
",822,508,0.000
41134,2.31,8.43,"1000
",823,511,1.000
41135,2.17,7.02,"1000
",0,0,0.000
41136,2.19,6.10,"1000
",0,0,0.000
41138,214000.00,214000.00,"1000
",,,0.000
41139,215000.00,216000.00,"1000
",0,0,0.000
41140,216000.00,218000.00,"1000
",0,0,0.000
41141,217000.00,218000.00,"1000
",0,0,0.000
41142,221000.00,221000.00,"1000
",0,0,0.000
41143,222000.00,222000.00,"1000
",0,0,0.000
41144,416000.00,416000.00,"1000
",,,0.000
41145,2.39,4.59,"1000
",0,0,0.000
41146,2.37,6.14,"1000
",248,248,0.000
41147,2.34,6.90,"1000
",817,531,0.000
41148,2.21,6.51,"1000
",263,263,0.000
41149,2.15,5.12,"1000
",0,0,0.000
41150,2.10,4.86,"1000
",0,0,0.000
41151,2.05,4.73,"1000
",0,0,0.000
41152,2.04,4.88,"1000
",0,0,0.000
41153,1.99,4.42,"1000
",0,0,0.000
41154,1.98,4.50,"1000
",0,0,0.000
41155,1.97,4.76,"1000
",0,0,0.000
41156,1.96,5.81,"1000
",0,0,0.000
41157,1.96,6.05,"1000
",253,253,0.000
41158,2.73,5.35,"1000
",,,0.000
41159,2.27,4.99,"1000
",0,0,0.000
41160,2.20,4.81,"1000
",0,0,0.000
41161,1.99,4.56,"1000
",0,0,0.000
41163,1.96,4.58,"1000
",0,0,0.000
41164,1.93,4.48,"1000
",0,0,0.000
41165,1.90,4.46,"1000
",0,0,0.000
41166,1.88,5.04,"1000
",0,0,0.000
41167,1.86,4.83,"1000
",0,0,0.000
41168,1.95,4.55,"1000
",0,0,0.000
41169,1.82,5.48,"1000
",826,517,0.000
41170,1.83,5.74,"1000
",829,523,0.000
41171,1.92,5.71,"1000
",812,530,0.000
41172,1.83,6.00,"1000
",0,0,0.000
41173,1.80,6.17,"1000
",817,505,1.000
41174,1.83,6.51,"1000
",831,522,1.000
41175,22800.00,24500.00,"1000
",,,0.000
41176,25800.00,27600.00,"1000
",0,0,0.000
41177,3.08,10.50,"1000
",803,525,0.000
41178,2.58,11.20,"1000
",805,527,1.000
41179,2.09,2.07,"1000
",827,519,0.000
41180,2.03,9.37,"1000
",819,507,1.000
41181,2.01,9.74,"1000
",801,524,1.000
41182,1.79,4.91,"1000
",0,0,0.000
41183,27400.00,2490.00,"1000
",,,0.000
41184,2.18,3.60,"1000
",804,525,0.000
41185,1.81,3.85,"1000
",820,511,1.000
41186,1.79,17.10,"1000
",0,0,0.000
41187,1.80,20.70,"1000
",0,0,0.000
41188,1.81,23.40,"1000
",0,0,0.000
41189,1.83,25.80,"1000
",0,0,0.000
41190,1.85,28.50,"1000
",0,0,0.000
41193,1.84,17.40,"1000
",817,506,0.000
41194,1.79,27.90,"1000
",0,0,0.000
41195,1.82,30.50,"1000
",0,0,0.000
41196,1.80,33.30,"1000
",0,0,0.000
41198,,19.50,"1000
",812,501,1.000
41199,1.78,15.80,"1000
",922,608,1.000
